Sales Date,Business Unit,Discount_amount,promos
2018-05-23,Surface Pro,254,2
2018-05-24,Surface Pro,254,2
2018-05-25,Surface Pro,254,2
2018-05-26,Surface Pro,254,2
2018-05-27,Surface Pro,254,2
2018-05-28,Surface Pro,254,2
2018-05-29,Surface Pro,254,2
2018-05-30,Surface Pro,254,2
2018-05-31,Surface Pro,254,2
2018-06-01,Surface Pro,254,2
2018-06-02,Surface Pro,254,2
2018-06-03,Surface Pro,254,2
2018-06-04,Surface Pro,254,2
2018-06-05,Surface Pro,254,2
2018-06-06,Surface Pro,254,2
2018-06-07,Surface Pro,254,2
2018-06-08,Surface Pro,254,2
2018-06-09,Surface Pro,254,2
2018-06-10,Surface Pro,254,2
2018-06-11,Surface Pro,254,2
2018-06-12,Surface Pro,254,2
2018-06-13,Surface Pro,254,2
2018-06-14,Surface Pro,254,2
2018-06-15,Surface Pro,254,2
2018-06-16,Surface Pro,254,2
2018-06-17,Surface Pro,254,2
2018-06-18,Surface Pro,254,2
2018-06-19,Surface Pro,254,2
2018-06-20,Surface Pro,254,2
2018-06-21,Surface Pro,254,2
2018-06-22,Surface Pro,254,2
2018-06-23,Surface Pro,254,2
2018-06-24,Surface Pro,254,2
2018-06-25,Surface Pro,254,2
2018-06-26,Surface Pro,254,2
2018-06-27,Surface Pro,254,2
2018-06-28,Surface Pro,254,2
2018-06-29,Surface Pro,254,2
2018-06-30,Surface Pro,254,2
2018-09-19,Surface Laptop,316,1
2018-09-20,Surface Laptop,316,1
2018-09-21,Surface Laptop,316,1
2018-09-22,Surface Laptop,316,1
2018-09-23,Surface Laptop,316,1
2018-09-24,Surface Laptop,316,1
2018-09-25,Surface Laptop,316,1
2018-09-26,Surface Laptop,316,1
2018-09-27,Surface Laptop,316,1
2018-09-28,Surface Laptop,316,1
2018-09-29,Surface Laptop,316,1
2018-09-30,Surface Laptop,316,1
2018-10-01,Surface Laptop,316,1
2018-10-02,Surface Laptop,316,1
2018-10-03,Surface Laptop,316,1
2018-10-04,Surface Laptop,316,1
2018-10-05,Surface Laptop,316,1
2018-10-06,Surface Laptop,316,1
2018-10-07,Surface Laptop,316,1
2018-10-08,Surface Laptop,316,1
2018-10-09,Surface Laptop,316,1
2018-10-10,Surface Laptop,316,1
2018-10-11,Surface Laptop,316,1
2018-10-12,Surface Laptop,316,1
2018-10-13,Surface Laptop,316,1
2018-10-14,Surface Laptop,316,1
2018-10-15,Surface Laptop,316,1
2018-10-16,Surface Laptop,316,1
2018-10-17,Surface Laptop,316,1
2018-10-18,Surface Laptop,316,1
2018-10-19,Surface Laptop,316,1
2018-10-20,Surface Laptop,316,1
2018-10-21,Surface Laptop,316,1
2018-10-22,Surface Laptop,316,1
2018-10-23,Surface Laptop,316,1
2018-10-24,Surface Laptop,316,1
2018-10-25,Surface Laptop,316,1
2018-10-26,Surface Laptop,316,1
2018-10-27,Surface Laptop,316,1
2018-10-28,Surface Laptop,316,1
2018-10-29,Surface Laptop,316,1
2018-10-30,Surface Laptop,316,1
2018-10-31,Surface Laptop,316,1
2018-11-01,Surface Laptop,295,2
2018-11-02,Surface Laptop,295,2
2018-11-03,Surface Laptop,295,2
2018-11-04,Surface Laptop,295,2
2018-11-05,Surface Laptop,295,2
2018-11-06,Surface Laptop,295,2
2018-11-07,Surface Laptop,295,2
2018-11-08,Surface Laptop,295,2
2018-11-09,Surface Laptop,295,2
2018-11-10,Surface Laptop,295,2
2018-11-11,Surface Laptop,295,2
2018-11-12,Surface Laptop,295,2
2018-11-13,Surface Laptop,295,2
2018-11-14,Surface Laptop,295,2
2018-11-15,Surface Laptop,295,2
2018-11-16,Surface Laptop,295,2
2018-11-17,Surface Laptop,295,2
2018-11-18,Surface Laptop,295,2
2018-11-19,Surface Laptop,295,2
2018-11-20,Surface Laptop,295,2
2018-11-21,Surface Laptop,295,2
2018-11-22,Surface Laptop,295,2
2018-11-23,Surface Laptop,295,2
2018-11-24,Surface Laptop,295,2
2018-11-25,Surface Laptop,295,2
2018-11-26,Surface Laptop,295,2
2018-11-27,Surface Laptop,295,2
2018-11-28,Surface Laptop,295,2
2018-11-29,Surface Laptop,295,2
2018-11-30,Surface Laptop,295,2
2018-12-01,Surface Laptop,295,2
2018-12-02,Surface Laptop,295,2
2018-12-03,Surface Laptop,295,2
2018-12-04,Surface Laptop,295,2
2018-12-05,Surface Laptop,295,2
2018-12-06,Surface Laptop,295,2
2018-12-07,Surface Laptop,295,2
2018-12-08,Surface Laptop,295,2
2018-12-09,Surface Laptop,295,2
2018-12-10,Surface Laptop,295,2
2018-12-11,Surface Laptop,295,2
2018-12-12,Surface Laptop,295,2
2018-12-13,Surface Laptop,295,2
2018-12-14,Surface Laptop,295,2
2018-12-15,Surface Laptop,295,2
2018-12-16,Surface Laptop,295,2
2018-12-17,Surface Laptop,295,2
2018-12-18,Surface Laptop,295,2
2018-12-19,Surface Laptop,295,2
2018-12-20,Surface Laptop,295,2
2018-12-21,Surface Laptop,295,2
2018-12-22,Surface Laptop,295,2
2018-12-23,Surface Laptop,295,2
2018-12-24,Surface Laptop,295,2
2018-12-25,Surface Laptop,295,2
2018-12-26,Surface Laptop,295,2
2018-12-27,Surface Laptop,295,2
2018-12-28,Surface Laptop,295,2
2018-12-29,Surface Laptop,295,2
2018-12-30,Surface Laptop,295,2
2018-12-31,Surface Laptop,295,2
